Kentik_ID,Status,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,ProtectedName,PolicyName,Source_Log_File
kentik_60230,Completed,143.59.171.71/32,UDP,0 bps,0,72.9K pps,72915,2026-03-31 16:41:36,2026-03-31 17:26:52,45,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60231,Completed,24.42.184.194/32,UDP,0 bps,0,55.2K pps,55167,2026-03-31 18:38:08,2026-03-31 19:20:28,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-04-06_1145.log
kentik_60232,Completed,24.35.7.13/32,UDP,0 bps,0,665.6K pps,665590,2026-03-31 18:48:24,2026-03-31 19:28:44,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60233,Completed,50.4.64.157/32,UDP,783.5 Mbps,783520504,,0,2026-03-31 19:02:40,2026-03-31 20:04:31,61,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60234,Completed,50.4.64.157/32,UDP,6.67 Gbps,6667321584,,0,2026-03-31 19:04:56,2026-03-31 19:49:15,44,,,,,alert.2026-04-06_1145.log
kentik_60235,Completed,67.149.180.162/32,UDP,4.35 Gbps,4347798344,375.3K pps,375251,2026-03-31 19:12:12,2026-03-31 20:10:47,58,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60236,Completed,69.14.60.174/32,UDP,343.2 Mbps,343187952,,0,2026-03-31 19:39:59,2026-03-31 20:22:02,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-04-06_1145.log
kentik_60237,Completed,143.59.123.216/32,UDP,0 bps,0,66.7K pps,66666,2026-03-31 22:02:18,2026-03-31 22:42:49,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60238,Completed,50.4.27.61/32,UDP,0 bps,0,50.5K pps,50500,2026-03-31 22:21:33,2026-03-31 23:20:35,59,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60239,Completed,69.73.99.123/32,UDP,0 bps,0,87.2K pps,87165,2026-03-31 23:07:04,2026-04-01 00:05:09,58,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
kentik_60240,Completed,24.192.60.181/32,UDP,140.3 Mbps,140267544,325.7K pps,325668,2026-03-31 23:10:19,2026-04-01 00:00:54,50,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-04-06_1145.log
