Kentik_ID,Status,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,ProtectedName,PolicyName,Source_Log_File
kentik_59714,Completed,24.192.162.177/32,UDP,0 bps,0,53.9K pps,53916,2026-03-01 00:21:27,2026-03-01 01:01:14,39,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59715,Completed,67.149.254.81/32,UDP,254.5 Mbps,254496736,,0,2026-03-01 01:26:29,2026-03-01 02:07:44,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59716,Completed,24.214.121.10/32,UDP,0 bps,0,4.96M pps,4959623,2026-03-01 03:09:00,2026-03-01 04:27:36,78,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59717,Completed,24.214.121.10/32,UDP,46.78 Gbps,46775984864,4.96M pps,4962072,2026-03-01 03:09:00,2026-03-01 03:46:47,37,WOW-RESIDENTAL-1,,WOW-RESIDENTAL-1,WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59718,Completed,75.76.145.238/32,UDP,291.7 Mbps,291695464,,0,2026-03-01 03:19:16,2026-03-01 04:00:04,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59719,Completed,24.192.124.129/32,UDP,0 bps,0,50.5K pps,50499,2026-03-01 03:32:31,2026-03-01 04:13:20,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59720,Completed,50.4.231.92/32,UDP,0 bps,0,66.8K pps,66833,2026-03-01 05:07:51,2026-03-01 06:23:08,75,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59721,Completed,50.4.7.158/32,UDP,0 bps,0,52.5K pps,52499,2026-03-01 05:13:06,2026-03-01 05:54:38,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59722,Completed,69.14.146.78/32,UDP,200.1 Mbps,200137184,,0,2026-03-01 05:48:22,2026-03-01 06:28:24,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59723,Completed,69.14.107.128/32,UDP,0 bps,0,60.4K pps,60416,2026-03-01 06:19:53,2026-03-01 07:02:55,43,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59724,Completed,143.59.24.204/32,UDP,0 bps,0,93.8K pps,93831,2026-03-01 06:39:39,2026-03-01 07:20:10,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59725,Completed,143.59.232.121/32,UDP,0 bps,0,82.7K pps,82749,2026-03-01 11:28:26,2026-03-01 12:10:42,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59726,Completed,69.1.54.160/32,UDP,595.0 Mbps,595023632,,0,2026-03-01 12:58:58,2026-03-01 13:40:14,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59727,Completed,67.149.180.162/32,UDP,1.92 Gbps,1922473744,164.3K pps,164332,2026-03-01 17:04:30,2026-03-01 17:55:45,51,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59728,Completed,24.214.221.92/32,UDP,150.9 Mbps,150856064,,0,2026-03-01 22:43:01,2026-03-01 23:23:32,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59729,Completed,67.149.126.150/32,UDP,0 bps,0,57.3K pps,57333,2026-03-01 23:23:16,2026-03-02 00:03:31,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59730,Completed,69.14.164.38/32,UDP,0 bps,0,336.3K pps,336337,2026-03-02 00:26:47,2026-03-02 01:08:34,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59731,Completed,69.14.164.38/32,UDP,1.27 Gbps,1267547568,,0,2026-03-02 00:27:03,2026-03-02 01:02:18,35,,,,,alert.2026-03-03_0716.log
kentik_59732,Completed,24.214.102.206/32,UDP,0 bps,0,58.6K pps,58583,2026-03-02 00:41:02,2026-03-02 01:23:06,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59733,Completed,24.42.146.66/32,UDP,212.8 Mbps,212808864,,0,2026-03-02 01:20:50,2026-03-02 02:02:22,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59734,Completed,67.149.180.162/32,UDP,4.31 Gbps,4308561440,368.1K pps,368083,2026-03-02 03:08:37,2026-03-02 04:00:55,52,WOW-ARIN | WOW-RESIDENTAL-2,,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59735,Completed,67.149.246.164/32,UDP,0 bps,0,63.3K pps,63332,2026-03-02 04:04:10,2026-03-02 04:44:41,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59736,Completed,67.149.180.162/32,UDP,1.56 Gbps,1557627016,,0,2026-03-02 04:05:25,2026-03-02 04:55:56,50,,WOW-ARIN,,,alert.2026-03-03_0716.log
kentik_59737,Completed,216.186.137.211/32,UDP,176.6 Mbps,176551216,,0,2026-03-02 05:12:12,2026-03-02 05:56:44,44,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59738,Completed,67.149.180.162/32,UDP,3.28 Gbps,3283463088,281.8K pps,281833,2026-03-02 05:52:28,2026-03-02 06:43:59,51,WOW-ARIN,WOW-ARIN,WOW-ARIN,WOW-ARIN_1@007c9d-00002-0,alert.2026-03-03_0716.log
kentik_59739,Completed,23.28.116.2/32,UDP,0 bps,0,146.2K pps,146250,2026-03-02 07:01:14,2026-03-02 08:39:49,98,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59740,Completed,67.149.241.74/32,UDP,2.72 Gbps,2715712112,,0,2026-03-02 07:01:30,2026-03-02 07:44:01,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59741,Completed,23.28.116.2/32,UDP,618.7 Mbps,618684288,,0,2026-03-02 07:04:30,2026-03-02 08:34:33,90,,,,,alert.2026-03-03_0716.log
kentik_59742,Completed,23.28.144.206/32,UDP,0 bps,0,59.0K pps,58999,2026-03-02 07:33:45,2026-03-02 08:14:17,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59743,Completed,23.28.177.185/32,UDP,0 bps,0,70.7K pps,70749,2026-03-02 09:49:04,2026-03-02 10:30:35,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59744,Completed,23.28.103.34/32,UDP,0 bps,0,50.6K pps,50582,2026-03-02 10:01:19,2026-03-02 10:41:50,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59745,Completed,67.149.180.162/32,UDP,4.72 Gbps,4719521896,407.7K pps,407663,2026-03-02 11:23:05,2026-03-02 12:14:21,51,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59746,Completed,23.28.147.33/32,UDP,318.5 Mbps,318523960,,0,2026-03-02 14:59:37,2026-03-02 15:40:52,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59747,Completed,143.59.233.217/32,UDP,0 bps,0,74.4K pps,74416,2026-03-02 16:00:10,2026-03-02 16:43:25,43,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59748,Completed,67.149.136.11/32,UDP,0 bps,0,78.9K pps,78917,2026-03-02 17:42:41,2026-03-02 18:40:57,58,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59749,Completed,50.4.133.217/32,UDP,0 bps,0,53.9K pps,53916,2026-03-02 18:59:13,2026-03-02 19:40:29,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59750,Completed,64.233.209.27/32,UDP,7.57 Gbps,7566868392,,0,2026-03-02 20:07:45,2026-03-02 20:09:00,1,WOW-ARIN | WOW-RESIDENTAL-2,,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59751,Completed,64.233.209.27/32,UDP,3.91 Gbps,3906568800,,0,2026-03-02 20:09:00,2026-03-02 20:28:31,19,,,,,alert.2026-03-03_0716.log
kentik_59752,Completed,64.233.209.27/32,UDP,0 bps,0,,0,2026-03-02 20:13:16,2026-03-02 20:50:02,36,,WOW-RESIDENTAL-2 | WOW-ARIN,,,alert.2026-03-03_0716.log
kentik_59753,Completed,24.192.251.67/32,UDP,0 bps,0,77.6K pps,77582,2026-03-02 20:44:47,2026-03-02 21:26:18,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59754,Completed,69.73.56.147/32,TCP,1.4 Mbps,1413328,4.4K pps,4416,2026-03-02 21:32:34,2026-03-02 23:50:22,137,WOW-ARIN,,WOW-ARIN,WOW-ARIN_1@007c9d-00002-0,alert.2026-03-03_0716.log
kentik_59755,Completed,24.96.127.200/32,UDP,215.7 Mbps,215670744,,0,2026-03-02 22:24:50,2026-03-02 23:16:06,51,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59756,Completed,68.179.188.231/32,UDP,277.9 Mbps,277933160,,0,2026-03-03 00:13:37,2026-03-03 01:06:08,52,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59757,Completed,69.73.56.147/32,TCP,1.3 Mbps,1306624,,0,2026-03-03 00:56:52,2026-03-03 02:00:26,63,,,,,alert.2026-03-03_0716.log
kentik_59758,Completed,69.73.56.147/32,TCP,1.4 Mbps,1386664,,0,2026-03-03 03:29:42,2026-03-03 04:37:00,67,,,,,alert.2026-03-03_0716.log
kentik_59759,Completed,143.59.171.50/32,UDP,0 bps,0,70.3K pps,70332,2026-03-03 03:53:58,2026-03-03 04:35:45,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59760,Completed,23.28.221.182/32,UDP,0 bps,0,5.20M pps,5196349,2026-03-03 04:04:14,2026-03-03 05:03:46,59,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59761,Completed,24.192.132.12/32,UDP,188.9 Mbps,188945888,,0,2026-03-03 04:04:13,2026-03-03 04:46:15,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59762,Completed,69.73.17.201/32,UDP,167.5 Mbps,167451384,,0,2026-03-03 04:10:29,2026-03-03 04:57:31,47,WOW-ARIN | WOW-BUSINESS,WOW-ARIN,WOW-ARIN | WOW-BUSINESS,WOW-ARIN_1@007c9d-00002-0 | WOW-BUSINESS_1@007c97-00001-0,alert.2026-03-03_0716.log
kentik_59763,Completed,67.149.102.57/32,UDP,20.77 Gbps,20770181000,2.08M pps,2084249,2026-03-03 07:34:02,2026-03-03 07:54:18,20,WOW-RESIDENTAL-2,,WOW-RESIDENTAL-2,WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59764,Completed,67.149.102.57/32,UDP,0 bps,0,3.94M pps,3938366,2026-03-03 07:34:02,2026-03-03 08:15:33,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-03_0716.log
kentik_59765,Completed,64.233.218.131/32,UDP,618.0 Mbps,617982816,51.8K pps,51750,2026-03-03 08:59:49,2026-03-03 10:32:05,92,WOW-ARIN,,WOW-ARIN,WOW-ARIN_1@007c9d-00002-0,alert.2026-03-03_0716.log
kentik_59766,Completed,24.214.61.233/32,UDP,0 bps,0,88.9K pps,88916,2026-03-03 11:31:21,2026-03-03 12:13:07,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59767,Completed,50.4.214.1/32,UDP,0 bps,0,53.6K pps,53583,2026-03-03 11:37:36,2026-03-03 12:18:22,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59768,Completed,69.14.96.25/32,UDP,160.4 Mbps,160420840,,0,2026-03-03 11:50:51,2026-03-03 12:32:38,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-03_0716.log
kentik_59769,Completed,67.149.180.162/32,UDP,3.09 Gbps,3090979144,266.2K pps,266250,2026-03-03 13:47:53,2026-03-03 16:27:41,159,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59770,Completed,67.149.102.5/32,UDP,82.99 Gbps,82992371288,,0,2026-03-03 13:56:09,2026-03-03 14:38:25,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59771,Completed,24.96.38.201/32,UDP,0 bps,0,67.6K pps,67583,2026-03-03 19:19:56,2026-03-03 20:02:27,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59772,Completed,76.73.172.68/32,UDP,0 bps,0,69.0K pps,68999,2026-03-03 19:47:11,2026-03-03 20:29:59,42,WOW-ARIN,WOW-ARIN,WOW-ARIN,WOW-ARIN_1@007c9d-00002-0,alert.2026-03-13_0501.log
kentik_59773,Completed,67.149.180.162/32,UDP,2.08 Gbps,2081187568,179.6K pps,179580,2026-03-03 20:13:43,2026-03-03 21:16:14,62,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59774,Completed,75.76.12.147/32,UDP,0 bps,0,78.6K pps,78583,2026-03-03 21:44:30,2026-03-03 22:24:02,39,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59775,Completed,68.179.143.135/32,UDP,0 bps,0,75.7K pps,75666,2026-03-03 21:46:46,2026-03-03 22:28:18,41,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-RESIDENTAL-2_1@007c9a-00004-0 | WOW-ARIN_1@007c9d-00002-0,alert.2026-03-13_0501.log
kentik_59776,Completed,24.192.228.227/32,UDP,0 bps,0,64.5K pps,64500,2026-03-03 23:38:34,2026-03-04 00:22:50,44,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59777,Completed,24.96.202.219/32,UDP,203.4 Mbps,203430784,,0,2026-03-04 00:53:06,2026-03-04 01:36:21,43,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59778,Completed,68.179.185.252/32,UDP,0 bps,0,54.1K pps,54083,2026-03-04 02:34:37,2026-03-04 03:17:53,43,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59779,Completed,67.149.180.162/32,UDP,4.29 Gbps,4289806872,367.7K pps,367749,2026-03-04 03:22:09,2026-03-04 04:12:40,50,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59780,Completed,24.96.230.80/32,UDP,1.78 Gbps,1778441344,176.7K pps,176748,2026-03-04 03:37:24,2026-03-04 04:47:11,69,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59781,Completed,24.96.230.80/32,UDP,0 bps,0,274.4K pps,274417,2026-03-04 03:37:24,2026-03-04 04:34:56,57,WOW-RESIDENTAL-1,,WOW-RESIDENTAL-1,WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59782,Completed,143.59.217.189/32,UDP,0 bps,0,64.8K pps,64833,2026-03-04 12:28:28,2026-03-04 13:24:44,56,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59783,Completed,67.149.180.162/32,UDP,4.69 Gbps,4694019224,402.8K pps,402833,2026-03-04 14:41:00,2026-03-04 15:33:31,52,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59784,Completed,67.149.47.220/32,UDP,0 bps,0,51.7K pps,51666,2026-03-04 15:18:15,2026-03-04 15:59:47,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59785,Completed,67.149.180.162/32,UDP,2.19 Gbps,2187904992,189.4K pps,189415,2026-03-04 16:07:02,2026-03-04 17:10:49,63,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59786,Completed,50.4.81.162/32,UDP,450.2 Mbps,450170920,,0,2026-03-04 16:13:18,2026-03-04 16:56:33,43,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59787,Completed,67.149.0.246/32,UDP,0 bps,0,50.8K pps,50833,2026-03-04 19:00:07,2026-03-04 19:40:38,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
